level,traditional,pinyin,pos
6,粉紅,fěnhóng,Vs-attr
6,分明,fēnmíng,Vs-pred / Adv
6,憤怒,fènnù,Vs
6,分配,fēnpèi,V
6,分散,fēnsàn,Vs
6,分手,fēnshŏu,Vp
6,分數,fēnshù,N
6,分析,fēnxī,N / V
6,分享,fēnxiăng,V
6,否定,fŏudìng,V
6,否認,fŏurèn,V
6,幅,fú,M
6,扶,fú,V
6,服,fú,V / Vst
6,浮,fú,Vi
6,付,fù,M
6,赴,fù,V
6,副,fù,M
6,富,fù,Vs-attr
6,輔導,fŭdăo,V
6,符號,fúhào,N
6,附加,fùjiā,Vpt
6,婦女,fùnǚ,N
6,夫妻,fūqī,N
6,夫人,fūrén,N
6,富裕,fùyù,Vs
6,複雜,fùzá,Vs
6,複製,fùzhì,V
6,該,gāi,Det
6,蓋(子),gài(zi),N
6,改革,găigé,V
6,改造,găizào,V
6,改正,găizhèng,V
6,幹,gàn,V
6,趕,găn,Vs
6,肝,gān,N
6,乾杯,gānbēi,Vi
6,幹部,gànbù,N
6,乾脆,gāncuì,Vs
6,感到,găndào,Vpt
6,感恩,gănēn,Vs
6,鋼,gāng,N
6,鋼筆,gāngbĭ,N
6,港幣,găngbì,N
6,港口/港,găngkŏu/găng,N
6,感激,gănjī,Vst
6,趕緊,gănjĭn,Adv
6,幹嘛,gànma,Adv / Vi
6,感情,gănqíng,N
6,感染,gănrăn,Vpt
6,幹什麼,gànshénme,
6,感受,gănshòu,N / Vst
6,告,gào,V
6,高潮,gāocháo,N
6,告辭,gàocí,Vi
6,高大,gāodà,Vs
6,高度,gāodù,N / Vs-attr
6,高峰,gāofēng,N
6,高貴,gāoguì,Vs
6,高明,gāomíng,Vs
6,高手,gāoshŏu,N
6,高原,gāoyuán,N
6,隔,gé,Vst / Prep
6,各,gè,Adv
6,割,gē,V
6,擱,gē,V
6,個別,gèbié,Vs-attr
6,歌唱,gēchàng,Vi
6,各行各業,gèhánggèyè,N
6,歌劇,gējù,N
6,革命,gémìng,N
6,根本,gēnběn,Adv / N
6,根據,gēnjù,N
6,歌手,gēshŏu,N
6,個性,gèxìng,N
6,各自,gèzì,N
6,供,gōng,V
6,公布/公佈,gōngbù,V
6,工程,gōngchéng,N
6,工夫,gōngfu,N
6,公公,gōnggōng,N
6,工會,gōnghuì,N
6,公開,gōngkāi,Vs
6,公立,gōnglì,Vs-attr
6,公平,gōngpíng,Vs
6,工錢,gōngqián,N
6,公式,gōngshì,N
6,共同,gòngtóng,Adv
6,供應,gōngyìng,V
6,公用,gōngyòng,Vs-attr
6,公元,gōngyuán,N
6,工資,gōngzī,N
6,構成,gòuchéng,V
6,構造,gòuzào,N
6,鼓,gŭ,N
6,掛號信,guàhàoxìn,N
6,怪,guài,Adv
6,怪不得,guàibùde,Adv
6,慣,guàn,Vp / V
6,關,guān,M
6,罐(子),guàn(zi),N
6,管道,guăndào,N
6,官方,guānfāng,N
6,廣,guăng,Vs
6,光,guāng,Adv / Vp
6,廣大,guăngdà,Vs
6,廣泛,guăngfàn,Vs
6,廣告,guănggào,Vi
6,廣闊,guăngkuò,Vs
6,光亮,guāngliàng,Vs
6,光臨,guānglín,V
6,光明,guāngmíng,Vs
6,光榮,guāngróng,Vs
6,光是,guāngshì,Adv
6,觀光,guānguāng,Vi / N
6,光線,guāngxiàn,N
6,關鍵,guānjiàn,N
6,冠軍,guànjūn,N
6,慣例,guànlì,N
6,關上,guānshàng,V
6,罐頭,guàntou,N
6,關於,guānyú,Prep
6,官員,guānyuán,N
6,管制,guănzhì,V
6,瓜子,guāzĭ,N
6,孤單,gūdān,Vs
6,古典,gŭdiăn,Vs
6,固定,gùdìng,Vs
6,跪,guì,Vi
6,規定,guīdìng,N / V
6,規畫/規劃,guīhuà,N / V
6,規律,guīlǜ,N
6,櫃臺/櫃台/櫃檯,guìtái,N
6,規則,guīzé,N / Vs
6,貴族,guìzú,N
6,估計,gūjì,V
6,鼓勵,gŭlì,N / V
6,滾,gŭn,Vi
6,裹,guŏ,V
6,過,guò,Adv
6,鍋(子),guō(zi),N
6,過程,guòchéng,N
6,過度,guòdù,Vs
6,過渡,guòdù,Vi
6,國會,guóhuì,N
6,國籍,guójí,N
6,國際,guójì,N
6,國立,guòjié,V-sep
6,過節,guólì,Vs-attr
6,過濾,guòlǜ,V
6,過敏,guòmĭn,Vs
6,國旗,guóqí,N
6,過期,guòqí,Vp
6,果然,guŏrán,Adv
6,過世,guòshì,Vp
6,國中,guózhōng,N
6,骨頭/骨,gútou/gŭ,N
6,顧問,gùwèn,N
6,鼓舞,gŭwŭ,V
6,故鄉,gùxiāng,N
6,姑丈,gūzhàng,N
6,鼓掌,gŭzhăng,Vi
6,還不如,háibùrú,Conj
6,害處,hàichù,N
6,海關,hăiguān,N
6,海軍,hăijūn,N
6,海外,hăiwài,N
6,海峽,hăixiá,N
6,還有,háiyŏu,Conj
6,含,hán,V / Vst
6,喊,hăn,V
6,行業,hángyè,N
6,寒冷,hánlěng,Vs
6,含量,hánliàng,N
6,耗,hào,Vst
6,好,hăo,Conj
6,好客,hàokè,Vs
6,好奇,hàoqí,Vs
6,毫無,háowú,Vst
6,好在,hăozài,Adv
6,號召,hàozhào,V
6,合,hé,Vi / Vs
6,何必,hébì,Adv
6,合不來,hébùlái,Vs
6,合成,héchéng,Vst
6,合得來,hédelái,Vs
6,合法,héfă,Vs
6,合格,hégé,Vp
6,和好,héhăo,Vp
6,合乎,héhū,Vst
6,嘿,hēi,Ptc
6,黑暗,hēiàn,Vs
6,黑夜,hēiyè,N
6,何況,hékuàng,Conj
6,合理,hélĭ,Vs
6,河流,héliú,N
6,恨,hèn,N
6,橫,héng,Vs-attr
6,痕跡,hénjī,N
6,和平,hépíng,Vs
6,和氣,héqì,Vs
6,合算,hésuàn,Vs
6,合約,héyuē,N
6,猴(子),hóu(zi),N
6,後代,hòudài,N
6,後方,hòufāng,N
6,後果,hòuguŏ,N
6,後悔,hòuhuĭ,Vs
6,喉嚨/喉,hóulóng/hóu,N
6,後頭,hòutou,N
6,後退,hòutuì,Vi
6,後院,hòuyuàn,N
6,戶,hù,M
6,呼,hū,V
6,鬍(子),hú(zi),N
6,划,huá,V
6,滑,huá,Vp / Vs
6,化,huà,Vst / Vp
6,花草,huācăo,N
6,花費,huāfèi,N / V
6,壞蛋,huàidàn,N
6,懷念,huáiniàn,Vst
6,懷疑,huáiyí,Vst
6,懷孕,huáiyùn,Vi
6,畫面,huàmiàn,N
6,慌,huāng,Vs
6,皇帝,huángdì,N
6,黃豆,huángdòu,N
6,黃昏,huánghūn,N
6,緩和,huănhé,V
6,歡呼,huānhū,Vi
6,歡樂,huānlè,Vs
6,緩慢,huănmàn,Vs
6,歡喜,huānxĭ,Vs
6,幻想,huànxiăng,N / Vi
6,花盆,huāpén,N
6,花瓶,huāpíng,N
6,華僑,huáqiáo,N
6,華人,huárén,N
6,花色,huāsè,N
6,花生,huāshēng,N
6,化學,huàxué,N
6,化妝,huàzhuāng,Vi
6,化裝,huàzhuāng,Vi
6,蝴蝶,húdié,N
6,互動,hùdòng,N
6,灰,huī,Vs-attr / N
6,揮,huī,V
6,回電,huídiàn,V-sep
6,回教/伊斯蘭教,Huíjiào /Yīsīlánjiào,N
6,匯款,huìkuăn,V-sep
6,灰色,huīsè,N
6,回收,huíshōu,V
6,回頭,huítóu,V-sep
6,灰心,huīxīn,Vs
6,回憶,huíyì,Vst / N
6,會員,huìyuán,N
6,忽略,hūlüè,Vst
6,混,hùn,V
6,昏倒,hūndăo,Vp
6,混合,hùnhé,V
6,昏迷,hūnmí,Vp
6,獲,huò,Vst
6,禍,huò,N
6,火柴,huŏchái,N
6,獲得,huòdé,Vpt
6,或多或少,huòduōhuòshăo,Adv
6,活該,huógāi,Vs
6,活力,huólì,N
6,活潑,huópō,Vs
6,貨物,huòwù,N
6,活躍,huóyuè,Vs
6,火災,huŏzāi,N
6,忽視,hūshì,Vst
6,戶外,hùwài,N
6,呼吸,hūxī,Vi
6,互助,hùzhù,Vi
6,級,jí,M
6,集,jí,M / V
6,夾,jiá,V
6,嫁,jià,V
6,甲,jiă,N/M
6,家電,jiādiàn,N
6,加工,jiāgōng,V-sep
6,建,jiàn,V
6,箭,jiàn,N
6,揀,jiăn,V
6,撿,jiăn,V
6,尖,jiān,Vs
6,兼,jiān,V
6,煎,jiān,V
6,剪刀,jiăndāo,N
6,堅定,jiāndìng,Vs
6,降,jiàng,Vp
6,江,jiāng,N
6,將,jiāng,Adv
6,降價,jiàngjià,Vp-sep
6,獎金,jiăngjīn,N
6,獎品,jiăngpĭn,N
6,建國,jiànguó,Vi
6,將要,jiāngyào,Adv
6,漸漸/漸,jiànjiàn,Adv
6,間接,jiànjiē,Vs-attr
6,堅決,jiānjué,Vs
6,鍵盤,jiànpán,N
6,健全,jiànquán,Vs
6,尖銳,jiānruì,Vs
6,監視,jiānshì,V
6,檢驗,jiănyàn,V
6,監獄,jiānyù,N
6,建築,jiànzhú,N / V
6,較,jiào,Prep
6,角,jiăo,N
6,繳,jiăo,V
6,澆,jiāo,V
6,腳步,jiăobù,N
6,交代,jiāodài,V
6,叫喊,jiàohăn,V
6,交換,jiāohuàn,V
6,教會,jiàohuì,N
6,交際,jiāojì,Vi
6,角落,jiăoluò,N
6,教授,jiàoshòu,V
6,郊外,jiāowài,N
6,交往,jiāowăng,Vi
6,教學,jiàoxué,Vi
6,教訓,jiàoxùn,V
6,交易,jiāoyì,N / Vi
6,假期,jiàqí,N
6,加上,jiāshàng,Conj
6,家事,jiāshì,N
6,駕駛/駕,jiàshĭ/jià,N / V
6,加速,jiāsù,V
6,加以,jiāyĭ,Adv
6,價值,jiàzhí,Vst
6,基本上,jīběnshàng,Adv
6,疾病,jíbìng,N
6,嫉妒/忌妒,jídù/jìdù,Vst
6,結,jié,N
6,屆,jiè,M
6,解,jiě,V
6,接,jiē,V
6,解除,jiěchú,V
6,解答,jiědá,V
6,接待,jiēdài,V
6,接到,jiēdào,Vpt
6,街道,jiēdào,N
6,階段,jiēduàn,N
6,結構,jiégòu,N
6,結果,jiéguŏ,N / Vp-sep
6,結合,jiéhé,Vpt
6,接見,jiējiàn,V
6,接近,jiējìn,V / Vs
6,結論,jiélùn,N
6,節慶,jiéqìng,N
6,節省,jiéshěng,Vst
6,結算,jiésuàn,Vi
6,街頭,jiētóu,N
6,接下來,jiēxiàlái,Adv
6,界線,jièxiàn,N
6,節約,jiéyuē,Vst
6,結帳,jiézhàng,Vi
6,截止,jiézhĭ,Vp
6,戒指,jièzhĭ,N
6,及格,jígé,Vp
6,機構,jīgòu,N
6,機關,jīguān,N
6,集合,jíhé,Vi
6,幾乎,jīhū,Adv
6,即將,jíjiāng,Adv
6,計較,jìjiào,Vs
6,基金,jījīn,N
6,急忙,jímáng,Adv
6,寂寞,jímò,Vs
6,近,jìn,Vst
6,浸,jìn,V
6,金額,jīné,N
6,靜,jìng,Vs
6,竟,jìng,Adv
6,鏡(子),jìng(zi),N
6,敬愛,jìngài,Vst
6,精彩/精采,jīngcăi,Vs
6,警告,jĭnggào,N / V
6,淨化,jìnghuà,Vpt
6,經濟,jīngjì,N
6,敬酒,jìngjiŭ,V-sep
6,京劇,jīngjù,N
6,敬禮,jìnglĭ,V-sep
6,精力,jīnglì,N
6,經歷,jīnglì,N / Vst
6,竟然,jìngrán,Adv
6,驚人,jīngrén,Vs
6,景色,jĭngsè,N
6,儘管,jĭnguăn,Adv
6,精細,jīngxì,Vs
6,經營,jīngyíng,V
6,競爭,jìngzhēng,Vi
6,今後,jīnhòu,N
6,緊急,jĭnjí,Vs
6,進口,jìnkŏu,V
6,近來,jìnlái,Adv
6,盡力,jìnlì,Vs
6,盡量,jìnliàng,Adv
6,儘量,jĭnliàng,Adv
6,金錢,jīnqián,N
6,金融,jīnróng,N
6,進入,jìnrù,V
6,近視,jìnshì,Vs
6,金屬,jīnshŭ,N
6,禁止,jìnzhĭ,V
6,機票,jīpiào,N
6,極其,jíqí,Adv
6,既然,jìrán,Conj
6,肌肉,jīròu,N
6,即使,jíshĭ,Conj
6,技術,jìshù,N
6,計算,jìsuàn,V
6,酒會,jiŭhuì,N
6,救火,jiùhuŏ,Vi
6,究竟,jiùjìng,Adv
6,就是,jiùshì,Adv
6,就是說,jiùshìshuō,Conj
6,就業,jiùyè,Vi
6,糾正,jiūzhèng,V
6,機械,jīxiè,N
6,記性,jìxìng,N
6,記憶,jìyì,Vi
6,集郵,jíyóu,Vi
6,記載,jìzài,V
6,急診,jízhěn,Vi
6,集中,jízhōng,V / Vs
6,記住,jìzhù,Vpt
6,局,jú,M
6,具,jù,M / Vst
6,卷,juăn,M
6,捲,juăn,V
6,捐,juān,V
6,捐款,juānkuăn,N / V-sep
6,具備,jùbèi,Vst
6,聚餐,jùcān,V-sep
6,劇場,jùchăng,N
6,巨大/巨,jùdà/jù,Vs
6,決/絕,jué,Adv
6,絕不,juébù,Adv
6,絕大部分,juédàbùfèn,Det
6,絕對,juéduì,Vs-attr
6,覺悟,juéwù,Vp
6,決心,juéxīn,N / Vp
6,鞠躬,júgōng,Vi
6,聚集,jùjí,Vi
6,俱樂部,jùlèbù,N
6,距離,jùlí,Prep
6,舉例,jŭlì,V-sep
6,劇烈,jùliè,Vs
6,居民,jūmín,N
6,軍,jūn,N
6,軍事,jūnshì,N
6,居然,jūrán,Adv
6,據說,jùshuō,Conj
6,具體,jùtĭ,Vs
6,劇院,jùyuàn,N
6,卡,kă,M / Vi
6,開,kāi,Vp
6,開除,kāichú,V
6,開刀,kāidāo,V-sep
6,開動,kāidòng,Vi
6,開發,kāifā,V
6,開戶,kāihù,V-sep
6,開課,kāikè,V-sep
6,開明,kāimíng,Vs
6,開設,kāishè,V
6,開拓,kāituò,V
6,開演,kāiyăn,Vp
6,看,kàn,Vst
6,砍,kăn,V
6,看得起,kàndeqĭ,Vst
6,抗議,kàngyì,V
6,看家,kānjiā,Vi
6,看看(˙ㄎㄢ),kànkan,
6,看來,kànlái,Adv
6,看樣子,kànyàngzi,Adv
6,靠,kào,Prep
6,考察,kăochá,V
6,靠近,kàojìn,V
6,考卷,kăojuàn,N
6,考慮,kăolǜ,V
6,考取,kăoqŭ,Vpt
6,卡通,kătōng,N
6,客房,kèfáng,N
6,客觀,kèguān,Vs
6,客戶,kèhù,N
6,科目,kēmù,N
6,可是,kěshì,Adv
6,課外,kèwài,Vs-attr
6,可喜,kěxĭ,Vs
6,可笑,kěxiào,Vs
6,空,kōng,Adv / N
6,空/空兒,kòng/kòngr,N
6,恐怖,kŏngbù,Vs
6,空前,kōngqián,Vs-attr
6,控制,kòngzhì,V
6,空中,kōngzhōng,N
6,扣,kòu,V
6,口才,kŏucái,N
6,口號,kŏuhào,N
6,口紅,kŏuhóng,N
6,口氣,kŏuqì,N
6,口試,kŏushì,N / Vi
6,口水,kŏushuĭ,N
6,口音,kŏuyīn,N
6,口語,kŏuyŭ,N
6,跨,kuà,V
6,誇,kuā,V
6,會計,kuàijì,N
6,快速,kuàisù,Vs
6,誇獎,kuājiăng,V
6,寬度,kuāndù,N
6,款式,kuănshì,N
6,喇叭,lăbā,N
6,來,lái,N
6,來回,láihuí,V
6,來臨,láilín,Vp
6,來往,láiwăng,Vi
6,來信,láixìn,N
6,來源,láiyuán,N
6,來自,láizì,Vpt
6,辣椒,làjiāo,N
6,爛,làn,Vs
6,懶,lăn,Vs
6,懶得,lănde,Vaux
6,狼,láng,N
6,浪,làng,N
6,浪費,làngfèi,Vst
6,濫用,lànyòng,V
6,牢,láo,Vs
6,老,lăo,Adv
6,撈,lāo,V
6,老百姓,lăobăixìng,N
6,老大,lăodà,N
6,嘮叨,láodāo,Vi
6,勞動,láodòng,V
6,勞工,láogōng,N
6,老家,lăojiā,N
6,勞力,láolì,N
6,老年,lăonián,N
6,牢騷,láosāo,N
6,老實說,lăoshíshuō,
6,蠟燭,làzhú,N
6,類似,lèisì,Vs
6,類型,lèixíng,N
6,冷靜,lěngjìng,Vs
6,冷門,lěngmén,Vs
6,冷飲,lěngyĭn,N
6,樂意,lèyì,Vs
6,理,lĭ,V / Vst
6,禮,lĭ,N
6,立,lì,V
6,利,lì,Vs
6,粒,lì,M
6,梨(子),lí(zi),N
6,連,lián,Adv
6,量,liáng,V
6,亮,liàng,V
6,倆,liăng,N
6,諒解,liàngjiě,Vst
6,糧食,liángshí,N
6,聯合,liánhé,V
6,聯合國,liánhéguó,N
6,連接,liánjiē,Vst
6,連忙,liánmáng,Adv
6,連續,liánxù,Vs-attr
6,了,liăo,Vst
6,立場,lìchăng,N
6,列,liè,M
6,裂,liè,Vp
6,立即,lìjí,Adv
6,淋,lín,V
6,臨,lín,Vst
6,凌晨,língchén,N
6,領帶,lĭngdài,N
6,領導,lĭngdăo,N
6,靈活,línghuó,Vs
6,零件,língjiàn,N
6,零售,língshòu,V
6,領土,lĭngtŭ,N
6,零下,língxià,Vs-attr
6,領先,lĭngxiān,Vpt
6,領袖,lĭngxiù,N
6,臨時,línshí,N
6,禮品,lĭpĭn,N
6,力氣,lìqì,N
6,利潤,lìrùn,N
6,裡頭/裏頭,lĭtou,N
6,溜,liū,Vi
6,溜冰,liūbīng,V-sep
6,流動,liúdòng,Vi
6,流利,liúlì,Vs
6,留念,liúniàn,Vs
6,例外,lìwài,Vs
6,利息,lìxí,N
6,理由,lĭyóu,N
6,嘍,lóu,Ptc
6,摟,lŏu,V
6,露,lù,V
6,路燈,lùdēng,N
6,綠豆,lǜdòu,N
6,略,lüè,Vs
6,陸軍,lùjūn,N
6,論,lùn,V / Prep
6,輪(子),lún(zi),N
6,輪船,lúnchuán,N
6,輪流,lúnliú,Adv
6,論文,lùnwén,N
6,落,luò,Vi
6,落後,luòhòu,Vpt
6,落實,luòshí,V
6,落伍,luòwŭ,Vs
6,路線,lùxiàn,N
6,旅行社,lǚxíngshè,N
6,陸續,lùxù,Adv
6,錄用,lùyòng,V
6,麻,má,Vs
6,馬虎(ㄏㄨ),măhū,Vs
6,埋,mái,V
6,買單,măidān,V-sep
6,買賣,măimài,V
6,賣座,màizuò,Vs
6,滿,măn,Adv
6,忙碌,mánglù,Vs
6,盲目,mángmù,Vs
6,漫畫,mànhuà,N
6,冒,mào,V
6,矛盾,máodùn,Vs
6,麻雀,máquè,N
6,煤,méi,N
6,美觀,měiguān,Vs
6,梅花,méihuā,N
6,魅力,mèilì,N
6,美妙,měimiào,Vs
6,美容院,měiróngyuàn,N
6,美食,měishí,N
6,媒體,méitĭ,N
6,猛,měng,Vs
6,夢到,mèngdào,Vpt
6,夢想,mèngxiăng,N / V
6,悶熱,mēnrè,Vs
6,門診,ménzhěn,Vi
6,迷,mí,Vst
6,密,mì,Vs
6,棉,mián,N
6,棉被,miánbèi,N
6,免得,miănde,Vaux
6,面對,miànduì,V
6,麵粉,miànfěn,N
6,棉花,miánhuā,N
6,面臨,miànlín,Vst
6,面貌,miànmào,N
6,勉強,miănqiăng,Vs
6,面談,miàntán,Vi
6,面子,miànzi,N
6,妙,miào,Vs
6,滅亡,mièwáng,Vp
6,蜜蜂/蜂,mìfēng/fēng,N
6,迷糊,míhú,Vs
6,名,míng,Vst
6,命,mìng,V
6,明白,míngbái,Vs
6,名稱,míngchēng,N
6,名單,míngdān,N
6,明亮,míngliàng,Vs
6,命令,mìnglìng,N / V
6,明明,míngmíng,Adv
6,名牌,míngpái,N
6,名片,míngpiàn,N
6,明確,míngquè,Vs
6,命運,mìngyùn,N
6,民間,mínjiān,N
6,民謠,mínyáo,N
6,民眾,mínzhòng,N
6,民主,mínzhŭ,N / Vs
6,迷失,míshī,Vp
6,秘書/祕書,mìshū,N
6,迷信,míxìn,N / Vs
6,抹,mŏ,V
6,磨,mó,V
6,末,mò,N
6,模仿,mófăng,V
6,模糊,móhú,Vs
6,模型,móxíng,N
6,模樣,móyàng,N
6,目標,mùbiāo,N
6,目的地,mùdìdì,N
6,目錄,mùlù,N
6,奶粉,năifěn,N
6,耐心,nàixīn,Adv
6,耐用,nàiyòng,Vs
6,難道,nándào,Adv
6,難得,nándé,Vs
6,難受,nánshòu,Vs
6,男性,nánxìng,N
6,難以,nányĭ,Adv
6,鬧,nào,V
6,腦袋,năodài,N
6,腦筋,năojīn,N
6,鬧區,nàoqū,N
6,哪怕,năpà,Conj
6,內部,nèibù,N
6,內地,nèidì,N
6,內行,nèiháng,Vs
6,內科,nèikē,N
6,能幹,nénggàn,Vs
6,能源,néngyuán,N
6,泥,ní,N
6,膩,nì,Vs
6,黏/粘,nián,V / Vs
6,尿,niào,N / Vi
6,捏,niē,V
6,寧可,níngkě,Vaux
6,寧願,níngyuàn,Vaux
6,泥土,nítŭ,N
6,鈕扣,niŭkòu,N
6,濃,nóng,Vs
6,農場,nóngchăng,N
6,農產品,nóngchănpĭn,N
6,農村,nóngcūn,N
6,弄錯,nòngcuò,Vp
6,濃厚,nónghòu,Vs
6,農民/農夫,nóngmín/nóngfū,N
6,農藥,nóngyào,N
6,暖,nuăn,Vs / V
6,暖氣,nuănqì,N
6,女性,nǚxìng,N
6,偶而/偶爾,ŏuér,Adv
6,偶然,ŏurán,Vs
6,排,pái,M / V
6,派,pài,V
6,排斥,páichì,V
6,排列,páiliè,V
6,排球,páiqiú,N
6,攀,pān,V
6,判斷,pànduàn,V
6,炮,pào,N
6,砲,pào,N
6,賠,péi,V
6,賠償,péicháng,V
6,佩服,pèifú,Vst
6,陪同,péitóng,V
6,盆,pén,M
6,噴,pēn,V
6,捧,pěng,V
6,碰見,pèngjiàn,Vpt
6,膨脹,péngzhàng,Vp
6,皮,pí,Vs
6,匹,pī,M
6,批,pī,M / V
6,披,pī,V
6,騙,piàn,V
6,偏/偏偏,piān/piānpiān,Adv
6,片面,piànmiàn,Vs-attr
6,偏食,piānshí,Vs
6,偏向,piānxiàng,Vst
6,片子,piànzi,N
6,飄,piāo,Vi
6,屁股,pìgǔ,N
6,疲倦,píjuàn,Vs
6,疲勞,píláo,Vs
6,品德,pĭndé,N
6,憑,píng,Prep
6,平常,píngcháng,Vs
6,平衡,pínghéng,Vst
6,平靜,píngjìng,Vs
6,平均,píngjūn,Vs
6,乒乓球/桌球,pīngpāngqiú /zhuōqiú,N
6,拼命,pīnmìng,Vs
6,聘請,pìnqĭng,V
6,貧窮/貧,pínqióng/pín,Vs
6,批判,pīpàn,V
6,脾氣,píqì,N
6,頗,pŏ,Adv
6,破爛,pòlàn,Vs
6,破裂,pòliè,Vp
6,婆婆,pópo,N
6,迫切,pòqiè,Vs
6,撲,pū,V
6,鋪,pū,V
6,瀑布,pùbù,N
6,普及,pŭjí,Vs
6,撲滅,pūmiè,V
6,普通,pŭtōng,Vs
6,普通話,pŭtōnghuà,N
6,期,qí,N
6,起,qĭ,M / V
6,其,qí,N
6,棋,qí,N
6,齊,qí,Vs
6,旗(子),qí(zi),N
6,妻/妻子,qī/qīzĭ,N
6,欠,qiàn,V
6,牽,qiān,V
6,遷,qiān,V
6,簽,qiān,V
6,簽訂,qiāndìng,V
6,前方,qiánfāng,N
6,強,qiáng,Vs
6,槍,qiāng,N
6,牆/牆壁,qiáng/qiángbì,N
6,強大,qiángdà,Vs
6,強度,qiángdù,N
6,搶救,qiăngjiù,V
6,強烈,qiángliè,Vs
6,強迫,qiăngpò,V
6,強人,qiángrén,N
6,前進,qiánjìn,V
6,前頭,qiántou,N
6,前途,qiántú,N
6,千萬,qiānwàn,Adv
6,前往,qiánwăng,V
6,歉意,qiànyì,N
6,前院,qiányuàn,N
6,簽約,qiānyuē,V-sep
6,簽字,qiānzì,V-sep
6,巧,qiăo,Vs
6,瞧,qiáo,V
6,敲,qiāo,V
6,巧妙,qiăomiào,Vs
6,悄悄/悄,qiăoqiăo/qiăo,Adv
6,器材,qìcái,N
6,起初,qĭchū,Adv
6,期待,qídài,Vst
6,切,qiē,V
6,氣憤,qìfèn,Vs
6,氣氛,qìfēn,N
6,器官,qìguān,N
6,氣候,qìhòu,N
6,起火,qĭhuŏ,Vp
6,親愛,qīnài,Vs-attr
6,青,qīng,Vs
6,清,qīng,V
6,清晨,qīngchén,N
6,清除,qīngchú,V
6,清淡,qīngdàn,Vs
6,輕傷,qīngshāng,N
6,輕視,qīngshì,Vst
6,情書,qíngshū,N
6,清晰,qīngxī,Vs
6,傾向,qīngxiàng,Vst
6,清醒,qīngxĭng,Vs
6,情緒,qíngxù,N
6,侵害,qīnhài,V
6,親口,qīnkŏu,Adv
6,勤勞,qínláo,Vs
6,親戚,qīnqī,N
6,親人,qīnrén,N
6,侵入,qīnrù,V
6,寢室,qĭnshì,N
6,旗袍,qípáo,N
6,欺騙,qīpiàn,V
6,齊全,qíquán,Vs
6,歧視,qíshì,Vst
6,企圖,qìtú,N / Vaux
6,球隊,qiúduì,N
6,求婚,qiúhūn,V-sep
6,秋季,qiūjì,N
6,球鞋,qiúxié,N
6,期望,qíwàng,Vst
6,氣味,qìwèi,N
6,氣息,qìxí,N
6,期限,qíxiàn,N
6,氣象,qìxiàng,N
6,汽油,qìyóu,N
6,其餘,qíyú,Det
6,取,qŭ,V
6,娶,qŭ,V
6,勸,quàn,V
6,圈,quān,M
6,全家,quánjiā,N
6,權利,quánlì,N
6,全面,quánmiàn,Adv / Vs-attr
6,全體,quántĭ,N
6,拳頭,quántou,N
6,區別,qūbié,N / V
6,取得,qŭdé,Vpt
6,缺,quē,Vst
6,缺乏,quēfá,Vst
6,缺少,quēshăo,Vst
6,確實,quèshí,Vs
6,缺席,quēxí,Vs
6,群/羣(ㄑㄩㄣˊ),qún,M
6,群眾,qúnzhòng,N
6,取笑,qŭxiào,V
6,取消,qŭxiāo,V
6,區域,qūyù,N
6,曲折,qūzhé,Vs
6,染,răn,V
6,然而,ránér,Conj
6,讓步,ràngbù,Vi
6,燃料,ránliào,N
6,燃燒,ránshāo,V
6,繞,rào,V
6,惹,rě,V / Vst
6,熱愛,rèài,Vst
6,熱量,rèliàng,N
6,熱烈,rèliè,Vs
6,熱門,rèmén,Vs
6,任,rèn,Vst
6,忍不住,rěnbùzhù,Vs
6,人才,réncái,N
6,人格,réngé,N
6,人工,réngōng,N
6,人力,rénlì,N
6,人情味/人情味兒,rénqíngwèi/rénqíngwèir,N
6,人權,rénquán,N
6,人生,rénshēng,N
6,人事,rénshì,N
6,忍受,rěnshòu,Vst
6,人體,réntĭ,N
6,人心,rénxīn,N
6,忍心,rěnxīn,Vs
6,任性,rènxìng,Vs
6,人行道,rénxíngdào,N
6,人員,rényuán,N
6,熱情,rèqíng,N / Vs
6,熱心,rèxīn,Vs
6,日常,rìcháng,Vs-attr
6,日後,rìhòu,N
6,日用品,rìyòngpĭn,N
6,容,róng,Vst / V
6,融化,rónghuà,Vp
6,榮幸,róngxìng,Vs
6,如,rú,Vst
6,入,rù,V
6,軟,ruăn,Vs
6,如果說,rúguŏshuō,Conj
6,如何,rúhé,Adv / Vs
6,如今,rújīn,N
6,入境,rùjìng,V
6,如同,rútóng,Vst
6,入學,rùxué,Vp
6,塞,sāi,V
6,塞車,sāichē,Vs
6,賽跑,sàipăo,Vi
6,散,sàn,V / Vp
6,喪失,sàngshī,Vpt
6,三角形,sānjiăoxíng,N
6,掃,săo,V
6,艘,sāo,M
6,色彩,sècăi,N
6,色情,sèqíng,N
6,傻,shă,Vs
6,沙,shā,N
6,殺價,shājià,V-sep
6,沙漠,shāmò,N
6,閃,shăn,Vi / Vp
6,山地,shāndì,N
6,上,shàng,V
6,傷,shāng,N / Vs
6,商標,shāngbiāo,N
6,商場,shāngchăng,N
6,上級,shàngjí,N
6,商量,shāngliáng,V
6,傷腦筋,shāngnăojīn,Vs
6,上升,shàngshēng,Vi
6,上市,shàngshì,Vp
6,上述,shàngshù,N
6,上台/上臺,shàngtái,V-sep
6,上頭,shàngtou,N
